Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database
1,AFR::RWA,2025-03-17,2025-03-23,,8.0,,0.0,2025-03-23,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 8.0 cases, 0.0 deaths reported for week 12 of 2025. Converted from weekly surveillance data.",WHO
2,AFR::RWA,2025-03-24,2025-03-30,,7.0,,0.0,2025-03-30,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 7.0 cases, 0.0 deaths reported for week 13 of 2025. Converted from weekly surveillance data.",WHO
3,AFR::RWA,2025-03-31,2025-04-06,,73.0,,0.0,2025-04-06,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 73.0 cases, 0.0 deaths reported for week 14 of 2025. Converted from weekly surveillance data.",WHO
4,AFR::RWA,2025-04-07,2025-04-13,,71.0,,0.0,2025-04-13,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 71.0 cases, 0.0 deaths reported for week 15 of 2025. Converted from weekly surveillance data.",WHO
5,AFR::RWA,2025-04-14,2025-04-20,,40.0,,0.0,2025-04-20,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 40.0 cases, 0.0 deaths reported for week 16 of 2025. Converted from weekly surveillance data.",WHO
6,AFR::RWA,2025-04-21,2025-04-27,,14.0,,0.0,2025-04-27,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 14.0 cases, 0.0 deaths reported for week 17 of 2025. Converted from weekly surveillance data.",WHO
7,AFR::RWA,2025-04-28,2025-05-04,,8.0,,0.0,2025-05-04,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 8.0 cases, 0.0 deaths reported for week 18 of 2025. Converted from weekly surveillance data.",WHO
8,AFR::RWA,2025-05-05,2025-05-11,,4.0,,0.0,2025-05-11,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 4.0 cases, 0.0 deaths reported for week 19 of 2025. Converted from weekly surveillance data.",WHO
9,AFR::RWA,2025-05-12,2025-05-18,,,,,2025-05-18,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 20 of 2025. Converted from weekly surveillance data.",WHO
10,AFR::RWA,2025-05-19,2025-05-25,,5.0,,0.0,2025-05-25,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 5.0 cases, 0.0 deaths reported for week 21 of 2025. Converted from weekly surveillance data.",WHO
11,AFR::RWA,2025-05-26,2025-06-01,,15.0,,0.0,2025-06-01,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 15.0 cases, 0.0 deaths reported for week 22 of 2025. Converted from weekly surveillance data.",WHO
12,AFR::RWA,2025-06-02,2025-06-08,,7.0,,0.0,2025-06-08,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 7.0 cases, 0.0 deaths reported for week 23 of 2025. Converted from weekly surveillance data.",WHO
13,AFR::RWA,2025-06-09,2025-06-15,,7.0,,0.0,2025-06-15,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 7.0 cases, 0.0 deaths reported for week 24 of 2025. Converted from weekly surveillance data.",WHO
14,AFR::RWA,2025-06-16,2025-06-22,,4.0,,0.0,2025-06-22,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 4.0 cases, 0.0 deaths reported for week 25 of 2025. Converted from weekly surveillance data.",WHO
15,AFR::RWA,2025-06-23,2025-06-29,,4.0,,0.0,2025-06-29,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 4.0 cases, 0.0 deaths reported for week 26 of 2025. Converted from weekly surveillance data.",WHO
16,AFR::RWA,2025-06-30,2025-07-06,,3.0,,0.0,2025-07-06,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 3.0 cases, 0.0 deaths reported for week 27 of 2025. Converted from weekly surveillance data.",WHO
17,AFR::RWA,2025-07-07,2025-07-13,,5.0,,0.0,2025-07-13,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 5.0 cases, 0.0 deaths reported for week 28 of 2025. Converted from weekly surveillance data.",WHO
18,AFR::RWA,2025-07-14,2025-07-20,,3.0,,0.0,2025-07-20,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 3.0 cases, 0.0 deaths reported for week 29 of 2025. Converted from weekly surveillance data.",WHO
19,AFR::RWA,2025-07-21,2025-07-27,,2.0,,0.0,2025-07-27,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 2.0 cases, 0.0 deaths reported for week 30 of 2025. Converted from weekly surveillance data.",WHO
20,AFR::RWA,2025-07-28,2025-08-03,,1.0,,0.0,2025-08-03,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 1.0 cases, 0.0 deaths reported for week 31 of 2025. Converted from weekly surveillance data.",WHO
