Index,Source,URL,Description,TL,TR,Reliability_Level,source_database
1,WHO Cholera Surveillance Dashboard (2024),https://extranet.who.int/publicemergency/,WHO cholera surveillance data for NIGER in 2024. Weekly reporting from WHO emergency surveillance dashboard. 17 weekly observations.,2024-09-02,2024-12-29,1,WHO
2,WHO Cholera Surveillance Dashboard (2025),https://extranet.who.int/publicemergency/,WHO cholera surveillance data for NIGER in 2025. Weekly reporting from WHO emergency surveillance dashboard. 3 weekly observations.,2024-12-30,2025-01-19,1,WHO
