Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database
1,AFR::TCD,2025-07-07,2025-07-13,0,1,,0.0,2025-07-13,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 1.0 cases, 0.0 deaths reported for week 28 of 2025. Converted from weekly surveillance data.",WHO
2,AFR::TCD,2025-07-14,2025-07-20,2,24,,8.33,2025-07-20,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 24.0 cases, 2.0 deaths reported for week 29 of 2025. Converted from weekly surveillance data.",WHO
3,AFR::TCD,2025-07-21,2025-07-27,4,95,,4.21,2025-07-27,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 95.0 cases, 4.0 deaths reported for week 30 of 2025. Converted from weekly surveillance data.",WHO
4,AFR::TCD,2025-07-28,2025-08-03,4,67,,5.97,2025-08-03,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 67.0 cases, 4.0 deaths reported for week 31 of 2025. Converted from weekly surveillance data.",WHO
5,AFR::TCD,2025-08-04,2025-08-10,20,235,,8.51,2025-08-10,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 235.0 cases, 20.0 deaths reported for week 32 of 2025. Converted from weekly surveillance data.",WHO
6,AFR::TCD,2025-08-11,2025-08-17,9,262,,3.44,2025-08-17,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 262.0 cases, 9.0 deaths reported for week 33 of 2025. Converted from weekly surveillance data.",WHO
7,AFR::TCD,2025-08-18,2025-08-24,29,332,,8.73,2025-08-24,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 332.0 cases, 29.0 deaths reported for week 34 of 2025. Converted from weekly surveillance data.",WHO
8,AFR::TCD,2025-08-25,2025-08-31,24,417,,5.76,2025-08-31,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 417.0 cases, 24.0 deaths reported for week 35 of 2025. Converted from weekly surveillance data.",WHO
9,AFR::TCD,2025-09-01,2025-09-07,29,369,,7.86,2025-09-07,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 369.0 cases, 29.0 deaths reported for week 36 of 2025. Converted from weekly surveillance data.",WHO
10,AFR::TCD,2025-09-08,2025-09-14,14,279,,5.02,2025-09-14,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 279.0 cases, 14.0 deaths reported for week 37 of 2025. Converted from weekly surveillance data.",WHO
11,AFR::TCD,2025-09-15,2025-09-21,4,240,,1.67,2025-09-21,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 240.0 cases, 4.0 deaths reported for week 38 of 2025. Converted from weekly surveillance data.",WHO
12,AFR::TCD,2025-09-22,2025-09-28,4,185,,2.16,2025-09-28,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 185.0 cases, 4.0 deaths reported for week 39 of 2025. Converted from weekly surveillance data.",WHO
13,AFR::TCD,2025-09-29,2025-10-05,6,161,,3.73,2025-10-05,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 161.0 cases, 6.0 deaths reported for week 40 of 2025. Converted from weekly surveillance data.",WHO
14,AFR::TCD,2025-10-06,2025-10-12,3,62,,4.84,2025-10-12,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 62.0 cases, 3.0 deaths reported for week 41 of 2025. Converted from weekly surveillance data.",WHO
15,AFR::TCD,2025-10-13,2025-10-19,4,40,,10.0,2025-10-19,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 40.0 cases, 4.0 deaths reported for week 42 of 2025. Converted from weekly surveillance data.",WHO
16,AFR::TCD,2025-10-20,2025-10-26,1,38,,2.63,2025-10-26,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 38.0 cases, 1.0 deaths reported for week 43 of 2025. Converted from weekly surveillance data.",WHO
17,AFR::TCD,2025-10-27,2025-11-02,0,27,,0.0,2025-11-02,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 27.0 cases, 0.0 deaths reported for week 44 of 2025. Converted from weekly surveillance data.",WHO
18,AFR::TCD,2025-11-03,2025-11-09,7,81,,8.64,2025-11-09,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 81.0 cases, 7.0 deaths reported for week 45 of 2025. Converted from weekly surveillance data.",WHO
19,AFR::TCD,2025-11-10,2025-11-16,3,61,,4.92,2025-11-16,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 61.0 cases, 3.0 deaths reported for week 46 of 2025. Converted from weekly surveillance data.",WHO
20,AFR::TCD,2025-11-17,2025-11-23,0,3,,0.0,2025-11-23,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 3.0 cases, 0.0 deaths reported for week 47 of 2025. Converted from weekly surveillance data.",WHO
21,AFR::TCD,2025-11-24,2025-11-30,0,0,,,2025-11-30,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 48 of 2025. Converted from weekly surveillance data.",WHO
22,AFR::TCD,2025-12-01,2025-12-07,0,0,,,2025-12-07,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 49 of 2025. Converted from weekly surveillance data.",WHO
23,AFR::TCD,2025-12-08,2025-12-14,0,0,,,2025-12-14,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 50 of 2025. Converted from weekly surveillance data.",WHO
24,AFR::TCD,2025-12-15,2025-12-21,0,0,,,2025-12-21,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 51 of 2025. Converted from weekly surveillance data.",WHO
25,AFR::TCD,2025-12-22,2025-12-28,0,0,,,2025-12-28,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 52 of 2025. Converted from weekly surveillance data.",WHO
26,AFR::TCD,2025-12-29,2026-01-04,0,0,,,2026-01-04,1,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 53 of 2025. Converted from weekly surveillance data.",WHO
27,AFR::TCD,2025-12-29,2026-01-04,0,0,,,2026-01-04,2,WHO Cholera Surveillance Dashboard (2026),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 1 of 2026. Converted from weekly surveillance data.",WHO
28,AFR::TCD,2026-01-05,2026-01-11,0,0,,,2026-01-11,2,WHO Cholera Surveillance Dashboard (2026),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 2 of 2026. Converted from weekly surveillance data.",WHO
29,AFR::TCD,2026-01-12,2026-01-18,0,0,,,2026-01-18,2,WHO Cholera Surveillance Dashboard (2026),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 3 of 2026. Converted from weekly surveillance data.",WHO
30,AFR::TCD,2026-01-19,2026-01-25,0,0,,,2026-01-25,2,WHO Cholera Surveillance Dashboard (2026),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 4 of 2026. Converted from weekly surveillance data.",WHO
31,AFR::TCD,2026-01-26,2026-02-01,0,0,,,2026-02-01,2,WHO Cholera Surveillance Dashboard (2026),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 5 of 2026. Converted from weekly surveillance data.",WHO
32,AFR::TCD,2026-02-02,2026-02-08,0,0,,,2026-02-08,2,WHO Cholera Surveillance Dashboard (2026),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 6 of 2026. Converted from weekly surveillance data.",WHO
33,AFR::TCD,2026-02-09,2026-02-15,0,0,,,2026-02-15,2,WHO Cholera Surveillance Dashboard (2026),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 7 of 2026. Converted from weekly surveillance data.",WHO
34,AFR::TCD,2026-02-16,2026-02-22,0,0,,,2026-02-22,2,WHO Cholera Surveillance Dashboard (2026),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 8 of 2026. Converted from weekly surveillance data.",WHO
35,AFR::TCD,2026-02-23,2026-03-01,0,0,,,2026-03-01,2,WHO Cholera Surveillance Dashboard (2026),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 9 of 2026. Converted from weekly surveillance data.",WHO
36,AFR::TCD,2026-03-02,2026-03-08,0,0,,,2026-03-08,2,WHO Cholera Surveillance Dashboard (2026),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 10 of 2026. Converted from weekly surveillance data.",WHO
37,AFR::TCD,2026-03-09,2026-03-15,0,0,,,2026-03-15,2,WHO Cholera Surveillance Dashboard (2026),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 11 of 2026. Converted from weekly surveillance data.",WHO
38,AFR::TCD,2026-03-16,2026-03-22,0,0,,,2026-03-22,2,WHO Cholera Surveillance Dashboard (2026),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 12 of 2026. Converted from weekly surveillance data.",WHO
39,AFR::TCD,2026-03-23,2026-03-29,0,0,,,2026-03-29,2,WHO Cholera Surveillance Dashboard (2026),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 13 of 2026. Converted from weekly surveillance data.",WHO
40,AFR::TCD,2026-03-30,2026-04-05,0,0,,,2026-04-05,2,WHO Cholera Surveillance Dashboard (2026),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 14 of 2026. Converted from weekly surveillance data.",WHO
41,AFR::TCD,2026-04-06,2026-04-12,0,0,,,2026-04-12,2,WHO Cholera Surveillance Dashboard (2026),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 15 of 2026. Converted from weekly surveillance data.",WHO
42,AFR::TCD,2026-04-13,2026-04-19,0,0,,,2026-04-19,2,WHO Cholera Surveillance Dashboard (2026),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 16 of 2026. Converted from weekly surveillance data.",WHO
43,AFR::TCD,2026-04-20,2026-04-26,0,0,,,2026-04-26,2,WHO Cholera Surveillance Dashboard (2026),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 17 of 2026. Converted from weekly surveillance data.",WHO
44,AFR::TCD,2026-04-27,2026-05-03,0,0,,,2026-05-03,2,WHO Cholera Surveillance Dashboard (2026),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 18 of 2026. Converted from weekly surveillance data.",WHO
45,AFR::TCD,2026-05-04,2026-05-10,0,0,,,2026-05-10,2,WHO Cholera Surveillance Dashboard (2026),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 19 of 2026. Converted from weekly surveillance data.",WHO
46,AFR::TCD,2026-05-11,2026-05-17,0,0,,,2026-05-17,2,WHO Cholera Surveillance Dashboard (2026),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 20 of 2026. Converted from weekly surveillance data.",WHO
47,AFR::TCD,2026-05-18,2026-05-24,0,0,,,2026-05-24,2,WHO Cholera Surveillance Dashboard (2026),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 21 of 2026. Converted from weekly surveillance data.",WHO
48,AFR::TCD,2026-05-25,2026-05-31,0,0,,,2026-05-31,2,WHO Cholera Surveillance Dashboard (2026),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 22 of 2026. Converted from weekly surveillance data.",WHO
49,AFR::TCD,2026-06-01,2026-06-07,1,10,,10.0,2026-06-07,2,WHO Cholera Surveillance Dashboard (2026),0.9,"WHO dashboard data: 10.0 cases, 1.0 deaths reported for week 23 of 2026. Converted from weekly surveillance data.",WHO
50,AFR::TCD,2026-06-08,2026-06-14,0,25,,0.0,2026-06-14,2,WHO Cholera Surveillance Dashboard (2026),0.9,"WHO dashboard data: 25.0 cases, 0.0 deaths reported for week 24 of 2026. Converted from weekly surveillance data.",WHO
51,AFR::TCD,2026-06-15,2026-06-21,2,74,,2.7,2026-06-21,2,WHO Cholera Surveillance Dashboard (2026),0.9,"WHO dashboard data: 74.0 cases, 2.0 deaths reported for week 25 of 2026. Converted from weekly surveillance data.",WHO
52,AFR::TCD,2026-06-22,2026-06-28,2,56,,3.57,2026-06-28,2,WHO Cholera Surveillance Dashboard (2026),0.9,"WHO dashboard data: 56.0 cases, 2.0 deaths reported for week 26 of 2026. Converted from weekly surveillance data.",WHO
