iso_code,year,iso_week,week_start,week_end,sCh,deaths,source,confidence_weight,disaggregation_method
NGA,1970,2,1970-01-05,1970-01-11,0.089,0.0237,JHU,0.5,fourier_country_k4
NGA,1970,3,1970-01-12,1970-01-18,0.0831,0.0222,JHU,0.5,fourier_country_k4
NGA,1970,4,1970-01-19,1970-01-25,0.0756,0.0202,JHU,0.5,fourier_country_k4
NGA,1970,5,1970-01-26,1970-02-01,0.0693,0.0185,JHU,0.5,fourier_country_k4
NGA,1970,6,1970-02-02,1970-02-08,0.0669,0.0178,JHU,0.5,fourier_country_k4
NGA,1970,7,1970-02-09,1970-02-15,0.0703,0.0188,JHU,0.5,fourier_country_k4
NGA,1970,8,1970-02-16,1970-02-22,0.0804,0.0214,JHU,0.5,fourier_country_k4
NGA,1970,9,1970-02-23,1970-03-01,0.0964,0.0257,JHU,0.5,fourier_country_k4
NGA,1970,10,1970-03-02,1970-03-08,0.1169,0.0312,JHU,0.5,fourier_country_k4
NGA,1970,11,1970-03-09,1970-03-15,0.1394,0.0372,JHU,0.5,fourier_country_k4
NGA,1970,12,1970-03-16,1970-03-22,0.1614,0.043,JHU,0.5,fourier_country_k4
NGA,1970,13,1970-03-23,1970-03-29,0.1808,0.0482,JHU,0.5,fourier_country_k4
NGA,1970,14,1970-03-30,1970-04-05,0.1963,0.0524,JHU,0.5,fourier_country_k4
NGA,1970,15,1970-04-06,1970-04-12,0.2079,0.0554,JHU,0.5,fourier_country_k4
NGA,1970,16,1970-04-13,1970-04-19,0.2163,0.0577,JHU,0.5,fourier_country_k4
NGA,1970,17,1970-04-20,1970-04-26,0.2232,0.0595,JHU,0.5,fourier_country_k4
NGA,1970,18,1970-04-27,1970-05-03,0.2307,0.0615,JHU,0.5,fourier_country_k4
NGA,1970,19,1970-05-04,1970-05-10,0.2407,0.0642,JHU,0.5,fourier_country_k4
NGA,1970,20,1970-05-11,1970-05-17,0.2544,0.0678,JHU,0.5,fourier_country_k4
