Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database
1,AFR::COG,2018-03-21,2018-03-30,1,40,3,2.5,2018-03-30,2,WHO AFRO Surveillance Report (UID: 20851),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 40 cases, 1 deaths",JHU
2,AFR::COG::Likouala,2018-03-21,2018-03-30,,7,,,2018-03-30,2,WHO AFRO Surveillance Report (UID: 20851),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 7 cases",JHU
3,AFR::COG::Plateaux,2018-03-21,2018-03-30,,33,,,2018-03-30,2,WHO AFRO Surveillance Report (UID: 20851),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 33 cases",JHU
4,AFR::COG,2023-07-17,2023-08-12,5,21,,23.8,2023-08-12,8,JHU Cholera Database (UID: 21421),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 21 cases, 5 deaths",JHU
5,AFR::COG,2018-03-21,2018-03-25,1,32,0,3.1,2018-03-25,5,WHO AFRO Surveillance Report (UID: 20844),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 32 cases, 1 deaths",JHU
6,AFR::COG::Bouenza::Nkayi::Mongolo,2018-03-21,2018-03-25,,28,,,2018-03-25,5,WHO AFRO Surveillance Report (UID: 20844),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 28 cases",JHU
7,AFR::COG::Likouala::Liranga,2018-03-21,2018-03-25,,4,,,2018-03-25,5,WHO AFRO Surveillance Report (UID: 20844),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 4 cases",JHU
8,AFR::COG::Pointe-Noire,2012-12-01,2012-12-26,1,71,,1.4,2012-12-26,4,JHU Cholera Database (UID: 811),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 71 cases, 1 deaths",JHU
9,AFR::COG::Pointe-Noire,2012-12-01,2013-03-27,12,554,,2.2,2013-03-27,4,JHU Cholera Database (UID: 811),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 554 cases, 12 deaths",JHU
10,AFR::COG::Pointe-Noire,2013-03-27,2013-03-27,,11,,,2013-03-27,4,JHU Cholera Database (UID: 811),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 11 cases",JHU
11,AFR::COG::CG-16::Loandjili General Hospital,2012-11-01,2013-05-26,13,985,,1.3,2013-05-26,6,JHU Cholera Database (UID: 813),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 985 cases, 13 deaths",JHU
12,AFR::COG::CG-16::Adolphe Sice General Hospital,2012-11-01,2013-05-26,3,42,,7.1,2013-05-26,6,JHU Cholera Database (UID: 813),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 42 cases, 3 deaths",JHU
13,AFR::COG::CG-16::Base De Tie-Tie Hospital,2012-11-01,2013-05-26,0,0,,,2013-05-26,6,JHU Cholera Database (UID: 813),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
14,AFR::COG::CG-16::MBOTA Integrated Health Centre,2012-11-01,2013-05-26,0,28,,0.0,2013-05-26,6,JHU Cholera Database (UID: 813),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 28 cases, 0 deaths",JHU
15,AFR::COG::CG-16::TCHINIAMBI II Integrated Health Centre,2012-11-01,2013-05-26,0,5,,0.0,2013-05-26,6,JHU Cholera Database (UID: 813),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 5 cases, 0 deaths",JHU
16,AFR::COG::Pointe-Noire,2012-11-24,2012-11-30,,2,,,2012-11-30,6,JHU Cholera Database (UID: 813),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2 cases",JHU
17,AFR::COG::Pointe-Noire,2012-12-01,2012-12-07,,11,,,2012-12-07,6,JHU Cholera Database (UID: 813),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 11 cases",JHU
18,AFR::COG::Pointe-Noire,2012-12-08,2012-12-14,,15,,,2012-12-14,6,JHU Cholera Database (UID: 813),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 15 cases",JHU
19,AFR::COG::Pointe-Noire,2012-12-15,2012-12-21,,28,,,2012-12-21,6,JHU Cholera Database (UID: 813),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 28 cases",JHU
20,AFR::COG::Pointe-Noire,2012-12-22,2012-12-28,,13,,,2012-12-28,6,JHU Cholera Database (UID: 813),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 13 cases",JHU
