iso_code,year,iso_week,week_start,week_end,sCh,deaths,source,confidence_weight,disaggregation_method
COG,1977,52,1977-12-26,1978-01-01,0.8367,0.2297,JHU,0.7,fourier_country
COG,1978,1,1978-01-02,1978-01-08,0.9005,0.2472,JHU,0.7,fourier_country
COG,1978,2,1978-01-09,1978-01-15,0.9674,0.2656,JHU,0.7,fourier_country
COG,1978,3,1978-01-16,1978-01-22,1.0313,0.2831,JHU,0.7,fourier_country
COG,1978,4,1978-01-23,1978-01-29,1.0863,0.2982,JHU,0.7,fourier_country
COG,1978,5,1978-01-30,1978-02-05,1.127,0.3094,JHU,0.7,fourier_country
COG,1978,6,1978-02-06,1978-02-12,1.1492,0.3155,JHU,0.7,fourier_country
COG,1978,7,1978-02-13,1978-02-19,1.1497,0.3156,JHU,0.7,fourier_country
COG,1978,8,1978-02-20,1978-02-26,1.1267,0.3093,JHU,0.7,fourier_country
COG,1978,9,1978-02-27,1978-03-05,1.0801,0.2965,JHU,0.7,fourier_country
COG,1978,10,1978-03-06,1978-03-12,1.0112,0.2776,JHU,0.7,fourier_country
COG,1978,11,1978-03-13,1978-03-19,0.9231,0.2534,JHU,0.7,fourier_country
COG,1978,12,1978-03-20,1978-03-26,0.8199,0.2251,JHU,0.7,fourier_country
COG,1978,13,1978-03-27,1978-04-02,0.7071,0.1941,JHU,0.7,fourier_country
COG,1978,14,1978-04-03,1978-04-09,0.591,0.1622,JHU,0.7,fourier_country
COG,1978,15,1978-04-10,1978-04-16,0.4782,0.1313,JHU,0.7,fourier_country
COG,1978,16,1978-04-17,1978-04-23,0.3754,0.1031,JHU,0.7,fourier_country
COG,1978,17,1978-04-24,1978-04-30,0.2892,0.0794,JHU,0.7,fourier_country
COG,1978,18,1978-05-01,1978-05-07,0.2253,0.0618,JHU,0.7,fourier_country
COG,1978,19,1978-05-08,1978-05-14,0.1883,0.0517,JHU,0.7,fourier_country
COG,1978,20,1978-05-15,1978-05-21,0.1818,0.0499,JHU,0.7,fourier_country
COG,1978,21,1978-05-22,1978-05-28,0.2073,0.0569,JHU,0.7,fourier_country
COG,1978,22,1978-05-29,1978-06-04,0.2652,0.0728,JHU,0.7,fourier_country
COG,1978,23,1978-06-05,1978-06-11,0.3538,0.0971,JHU,0.7,fourier_country
COG,1978,24,1978-06-12,1978-06-18,0.47,0.129,JHU,0.7,fourier_country
COG,1978,25,1978-06-19,1978-06-25,0.609,0.1672,JHU,0.7,fourier_country
COG,1978,26,1978-06-26,1978-07-02,0.7649,0.21,JHU,0.7,fourier_country
COG,1978,27,1978-07-03,1978-07-09,0.9309,0.2555,JHU,0.7,fourier_country
COG,1978,28,1978-07-10,1978-07-16,1.0994,0.3018,JHU,0.7,fourier_country
COG,1978,29,1978-07-17,1978-07-23,1.2631,0.3467,JHU,0.7,fourier_country
COG,1978,30,1978-07-24,1978-07-30,1.4144,0.3883,JHU,0.7,fourier_country
COG,1978,31,1978-07-31,1978-08-06,1.5467,0.4246,JHU,0.7,fourier_country
COG,1978,32,1978-08-07,1978-08-13,1.6544,0.4541,JHU,0.7,fourier_country
COG,1978,33,1978-08-14,1978-08-20,1.7329,0.4757,JHU,0.7,fourier_country
COG,1978,34,1978-08-21,1978-08-27,1.7795,0.4885,JHU,0.7,fourier_country
COG,1978,35,1978-08-28,1978-09-03,1.793,0.4922,JHU,0.7,fourier_country
COG,1978,36,1978-09-04,1978-09-10,1.7738,0.4869,JHU,0.7,fourier_country
COG,1978,37,1978-09-11,1978-09-17,1.7242,0.4733,JHU,0.7,fourier_country
COG,1978,38,1978-09-18,1978-09-24,1.6479,0.4524,JHU,0.7,fourier_country
COG,1978,39,1978-09-25,1978-10-01,1.55,0.4255,JHU,0.7,fourier_country
COG,1978,40,1978-10-02,1978-10-08,1.4363,0.3943,JHU,0.7,fourier_country
COG,1978,41,1978-10-09,1978-10-15,1.3137,0.3606,JHU,0.7,fourier_country
COG,1978,42,1978-10-16,1978-10-22,1.1889,0.3264,JHU,0.7,fourier_country
COG,1978,43,1978-10-23,1978-10-29,1.0689,0.2934,JHU,0.7,fourier_country
COG,1978,44,1978-10-30,1978-11-05,0.9597,0.2634,JHU,0.7,fourier_country
COG,1978,45,1978-11-06,1978-11-12,0.8668,0.238,JHU,0.7,fourier_country
COG,1978,46,1978-11-13,1978-11-19,0.7944,0.2181,JHU,0.7,fourier_country
COG,1978,47,1978-11-20,1978-11-26,0.7452,0.2046,JHU,0.7,fourier_country
COG,1978,48,1978-11-27,1978-12-03,0.7205,0.1978,JHU,0.7,fourier_country
COG,1978,49,1978-12-04,1978-12-10,0.7198,0.1976,JHU,0.7,fourier_country
COG,1978,50,1978-12-11,1978-12-17,0.7414,0.2035,JHU,0.7,fourier_country
COG,1978,51,1978-12-18,1978-12-24,0.7819,0.2146,JHU,0.7,fourier_country
COG,1978,52,1978-12-25,1978-12-31,0.8367,0.2297,JHU,0.7,fourier_country
COG,1979,1,1979-01-01,1979-01-07,0.0882,0.0,JHU,0.7,fourier_country
COG,1979,2,1979-01-08,1979-01-14,0.0947,0.0,JHU,0.7,fourier_country
COG,1979,3,1979-01-15,1979-01-21,0.101,0.0,JHU,0.7,fourier_country
COG,1979,4,1979-01-22,1979-01-28,0.1064,0.0,JHU,0.7,fourier_country
COG,1979,5,1979-01-29,1979-02-04,0.1104,0.0,JHU,0.7,fourier_country
COG,1979,6,1979-02-05,1979-02-11,0.1125,0.0,JHU,0.7,fourier_country
COG,1979,7,1979-02-12,1979-02-18,0.1126,0.0,JHU,0.7,fourier_country
COG,1979,8,1979-02-19,1979-02-25,0.1103,0.0,JHU,0.7,fourier_country
COG,1979,9,1979-02-26,1979-03-04,0.1058,0.0,JHU,0.7,fourier_country
COG,1979,10,1979-03-05,1979-03-11,0.099,0.0,JHU,0.7,fourier_country
COG,1979,11,1979-03-12,1979-03-18,0.0904,0.0,JHU,0.7,fourier_country
COG,1979,12,1979-03-19,1979-03-25,0.0803,0.0,JHU,0.7,fourier_country
COG,1979,13,1979-03-26,1979-04-01,0.0692,0.0,JHU,0.7,fourier_country
COG,1979,14,1979-04-02,1979-04-08,0.0579,0.0,JHU,0.7,fourier_country
COG,1979,15,1979-04-09,1979-04-15,0.0468,0.0,JHU,0.7,fourier_country
COG,1979,16,1979-04-16,1979-04-22,0.0368,0.0,JHU,0.7,fourier_country
COG,1979,17,1979-04-23,1979-04-29,0.0283,0.0,JHU,0.7,fourier_country
COG,1979,18,1979-04-30,1979-05-06,0.0221,0.0,JHU,0.7,fourier_country
COG,1979,19,1979-05-07,1979-05-13,0.0184,0.0,JHU,0.7,fourier_country
COG,1979,20,1979-05-14,1979-05-20,0.0178,0.0,JHU,0.7,fourier_country
COG,1979,21,1979-05-21,1979-05-27,0.0203,0.0,JHU,0.7,fourier_country
COG,1979,22,1979-05-28,1979-06-03,0.026,0.0,JHU,0.7,fourier_country
COG,1979,23,1979-06-04,1979-06-10,0.0346,0.0,JHU,0.7,fourier_country
COG,1979,24,1979-06-11,1979-06-17,0.046,0.0,JHU,0.7,fourier_country
COG,1979,25,1979-06-18,1979-06-24,0.0596,0.0,JHU,0.7,fourier_country
COG,1979,26,1979-06-25,1979-07-01,0.0749,0.0,JHU,0.7,fourier_country
COG,1979,27,1979-07-02,1979-07-08,0.0911,0.0,JHU,0.7,fourier_country
COG,1979,28,1979-07-09,1979-07-15,0.1077,0.0,JHU,0.7,fourier_country
COG,1979,29,1979-07-16,1979-07-22,0.1237,0.0,JHU,0.7,fourier_country
COG,1979,30,1979-07-23,1979-07-29,0.1385,0.0,JHU,0.7,fourier_country
COG,1979,31,1979-07-30,1979-08-05,0.1514,0.0,JHU,0.7,fourier_country
COG,1979,32,1979-08-06,1979-08-12,0.162,0.0,JHU,0.7,fourier_country
COG,1979,33,1979-08-13,1979-08-19,0.1697,0.0,JHU,0.7,fourier_country
COG,1979,34,1979-08-20,1979-08-26,0.1742,0.0,JHU,0.7,fourier_country
COG,1979,35,1979-08-27,1979-09-02,0.1756,0.0,JHU,0.7,fourier_country
COG,1979,36,1979-09-03,1979-09-09,0.1737,0.0,JHU,0.7,fourier_country
COG,1979,37,1979-09-10,1979-09-16,0.1688,0.0,JHU,0.7,fourier_country
COG,1979,38,1979-09-17,1979-09-23,0.1614,0.0,JHU,0.7,fourier_country
COG,1979,39,1979-09-24,1979-09-30,0.1518,0.0,JHU,0.7,fourier_country
COG,1979,40,1979-10-01,1979-10-07,0.1406,0.0,JHU,0.7,fourier_country
COG,1979,41,1979-10-08,1979-10-14,0.1286,0.0,JHU,0.7,fourier_country
COG,1979,42,1979-10-15,1979-10-21,0.1164,0.0,JHU,0.7,fourier_country
COG,1979,43,1979-10-22,1979-10-28,0.1047,0.0,JHU,0.7,fourier_country
COG,1979,44,1979-10-29,1979-11-04,0.094,0.0,JHU,0.7,fourier_country
COG,1979,45,1979-11-05,1979-11-11,0.0849,0.0,JHU,0.7,fourier_country
COG,1979,46,1979-11-12,1979-11-18,0.0778,0.0,JHU,0.7,fourier_country
COG,1979,47,1979-11-19,1979-11-25,0.073,0.0,JHU,0.7,fourier_country
COG,1979,48,1979-11-26,1979-12-02,0.0705,0.0,JHU,0.7,fourier_country
COG,1979,49,1979-12-03,1979-12-09,0.0705,0.0,JHU,0.7,fourier_country
COG,1979,50,1979-12-10,1979-12-16,0.0726,0.0,JHU,0.7,fourier_country
COG,1979,51,1979-12-17,1979-12-23,0.0766,0.0,JHU,0.7,fourier_country
COG,1979,52,1979-12-24,1979-12-30,0.0819,0.0,JHU,0.7,fourier_country
COG,1980,1,1979-12-31,1980-01-06,0.0882,0.0,JHU,0.7,fourier_country
COG,1997,1,1996-12-30,1997-01-05,4.8498,1.0581,JHU,0.7,fourier_country
COG,1997,2,1997-01-06,1997-01-12,5.2101,1.1367,JHU,0.7,fourier_country
COG,1997,3,1997-01-13,1997-01-19,5.554,1.2118,JHU,0.7,fourier_country
COG,1997,4,1997-01-20,1997-01-26,5.85,1.2764,JHU,0.7,fourier_country
COG,1997,5,1997-01-27,1997-02-02,6.0694,1.3242,JHU,0.7,fourier_country
COG,1997,6,1997-02-03,1997-02-09,6.1889,1.3503,JHU,0.7,fourier_country
COG,1997,7,1997-02-10,1997-02-16,6.1913,1.3508,JHU,0.7,fourier_country
COG,1997,8,1997-02-17,1997-02-23,6.0676,1.3238,JHU,0.7,fourier_country
COG,1997,9,1997-02-24,1997-03-02,5.8165,1.2691,JHU,0.7,fourier_country
COG,1997,10,1997-03-03,1997-03-09,5.4458,1.1882,JHU,0.7,fourier_country
COG,1997,11,1997-03-10,1997-03-16,4.9711,1.0846,JHU,0.7,fourier_country
COG,1997,12,1997-03-17,1997-03-23,4.4156,0.9634,JHU,0.7,fourier_country
COG,1997,13,1997-03-24,1997-03-30,3.8083,0.8309,JHU,0.7,fourier_country
COG,1997,14,1997-03-31,1997-04-06,3.1827,0.6944,JHU,0.7,fourier_country
COG,1997,15,1997-04-07,1997-04-13,2.5751,0.5618,JHU,0.7,fourier_country
COG,1997,16,1997-04-14,1997-04-20,2.0218,0.4411,JHU,0.7,fourier_country
COG,1997,17,1997-04-21,1997-04-27,1.5575,0.3398,JHU,0.7,fourier_country
COG,1997,18,1997-04-28,1997-05-04,1.2133,0.2647,JHU,0.7,fourier_country
COG,1997,19,1997-05-05,1997-05-11,1.0143,0.2213,JHU,0.7,fourier_country
COG,1997,20,1997-05-12,1997-05-18,0.9788,0.2136,JHU,0.7,fourier_country
COG,1997,21,1997-05-19,1997-05-25,1.1166,0.2436,JHU,0.7,fourier_country
COG,1997,22,1997-05-26,1997-06-01,1.4283,0.3116,JHU,0.7,fourier_country
