Index,Source,URL,Description,TL,TR,Reliability_Level,source_database
1,WHO AFRO Surveillance Report (UID: 20786),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Namibia/ObservationCollection20786.csv,JHU cholera database entry with 1 observations. Frequency: Weekly. Updated: 2024-02-09 Source tags: WHOafro,2018-01-25,2018-01-31,1,JHU
2,JHU Cholera Database (UID: 821),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Namibia/ObservationCollection821.csv,JHU cholera database entry with 5 observations. Frequency: Other (5). Updated: 2024-05-11,2014-01-03,2014-01-12,2,JHU
3,JHU Cholera Database (UID: 21494),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Namibia/ObservationCollection21494.csv,JHU cholera database entry with 1 observations. Frequency: Other (25). Updated: 2024-12-22,2024-01-01,2024-01-26,2,JHU
4,JHU Cholera Database (UID: 20574),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Namibia/ObservationCollection20574.csv,JHU cholera database entry with 1 observations. Frequency: Other (17). Updated: 2024-02-09,2013-06-30,2013-07-17,2,JHU
5,JHU Cholera Database (UID: 21227),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Namibia/ObservationCollection21227.csv,JHU cholera database entry with 3 observations. Frequency: Annual. Updated: 2024-05-11,2017-01-01,2019-12-31,2,JHU
6,WHO Annual Cholera Report (UID: 330),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Namibia/ObservationCollection330.csv,JHU cholera database entry with 15 observations. Frequency: Annual. Updated: 2025-10-02 Source tags: WHOannual,2005-01-01,2024-12-31,1,JHU
