Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database
1,AFR::ZWE,2018-09-06,2018-11-08,55,10116,269,0.5,2018-11-08,9,WHO AFRO Surveillance Report (UID: 21024),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 10116 cases, 55 deaths",JHU
2,AFR::ZWE::Harare::Harare,2018-09-06,2018-11-08,,9813,,,2018-11-08,9,WHO AFRO Surveillance Report (UID: 21024),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 9813 cases",JHU
3,AFR::ZWE,2018-09-06,2018-10-31,55,9928,261,0.6,2018-10-31,11,WHO AFRO Surveillance Report (UID: 21018),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 9928 cases, 55 deaths",JHU
4,AFR::ZWE::Harare::Harare,2018-09-06,2018-10-31,,9630,,,2018-10-31,11,WHO AFRO Surveillance Report (UID: 21018),0.97,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 9630 cases",JHU
5,AFR::ZWE,2008-08-20,2009-03-28,4072,92432,,4.4,2009-03-28,34,JHU Cholera Database (UID: 11291),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 92432 cases, 4072 deaths",JHU
6,AFR::ZWE,2009-01-18,2009-01-24,332,7378,,4.5,2009-01-24,1,JHU Cholera Database (UID: 5016),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 7378 cases, 332 deaths",JHU
7,AFR::ZWE,2009-01-25,2009-01-31,336,8653,,3.9,2009-01-31,1,JHU Cholera Database (UID: 5016),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 8653 cases, 336 deaths",JHU
8,AFR::ZWE,2009-02-01,2009-02-07,219,7081,,3.1,2009-02-07,1,JHU Cholera Database (UID: 5016),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 7081 cases, 219 deaths",JHU
9,AFR::ZWE,2009-02-07,2009-02-14,217,7458,,2.9,2009-02-14,1,JHU Cholera Database (UID: 5016),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 7458 cases, 217 deaths",JHU
10,AFR::ZWE,2009-02-15,2009-02-21,234,5443,,4.3,2009-02-21,1,JHU Cholera Database (UID: 5016),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 5443 cases, 234 deaths",JHU
11,AFR::ZWE,2009-02-22,2009-02-28,135,4095,,3.3,2009-02-28,1,JHU Cholera Database (UID: 5016),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 4095 cases, 135 deaths",JHU
12,AFR::ZWE,2009-03-01,2009-03-07,79,3812,,2.1,2009-03-07,1,JHU Cholera Database (UID: 5016),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 3812 cases, 79 deaths",JHU
13,AFR::ZWE,2009-03-08,2009-03-14,48,2076,,2.3,2009-03-14,1,JHU Cholera Database (UID: 5016),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 2076 cases, 48 deaths",JHU
14,AFR::ZWE,2009-03-15,2009-03-21,69,1646,,4.2,2009-03-21,1,JHU Cholera Database (UID: 5016),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 1646 cases, 69 deaths",JHU
15,AFR::ZWE,2009-03-22,2009-03-28,51,1368,,3.7,2009-03-28,1,JHU Cholera Database (UID: 5016),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 1368 cases, 51 deaths",JHU
16,AFR::ZWE,2009-03-29,2009-04-04,35,999,,3.5,2009-04-04,1,JHU Cholera Database (UID: 5016),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 999 cases, 35 deaths",JHU
17,AFR::ZWE,2009-04-05,2009-04-11,37,1169,,3.2,2009-04-11,1,JHU Cholera Database (UID: 5016),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 1169 cases, 37 deaths",JHU
18,AFR::ZWE,2009-04-11,2009-04-18,25,661,,3.8,2009-04-18,1,JHU Cholera Database (UID: 5016),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 661 cases, 25 deaths",JHU
19,AFR::ZWE,2009-04-19,2009-04-25,25,449,,5.6,2009-04-25,1,JHU Cholera Database (UID: 5016),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 449 cases, 25 deaths",JHU
20,AFR::ZWE,2009-04-26,2009-05-02,21,344,,6.1,2009-05-02,1,JHU Cholera Database (UID: 5016),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 344 cases, 21 deaths",JHU
21,AFR::ZWE,2009-05-03,2009-05-09,9,281,,3.2,2009-05-09,1,JHU Cholera Database (UID: 5016),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 281 cases, 9 deaths",JHU
22,AFR::ZWE,2009-05-10,2009-05-16,6,201,,3.0,2009-05-16,1,JHU Cholera Database (UID: 5016),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 201 cases, 6 deaths",JHU
23,AFR::ZWE,2009-05-17,2009-05-23,2,140,,1.4,2009-05-23,1,JHU Cholera Database (UID: 5016),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 140 cases, 2 deaths",JHU
24,AFR::ZWE,2009-06-07,2009-06-13,0,22,,0.0,2009-06-13,1,JHU Cholera Database (UID: 5016),0.95,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 22 cases, 0 deaths",JHU
25,AFR::ZWE::Masvingo::Chiredzi,2015-01-01,2015-02-25,0,,1,,2015-02-25,23,JHU Cholera Database (UID: 21224),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 deaths",JHU
26,AFR::ZWE::Masvingo::Chiredzi,2015-01-01,2015-03-05,0,1,,0.0,2015-03-05,23,JHU Cholera Database (UID: 21224),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases, 0 deaths",JHU
27,AFR::ZWE::Mashonaland East::Mudzi,2015-02-25,2015-03-05,0,6,,0.0,2015-03-05,23,JHU Cholera Database (UID: 21224),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 6 cases, 0 deaths",JHU
