iso_code,year,iso_week,week_start,week_end,sCh,deaths,source,confidence_weight,disaggregation_method
MLI,1970,1,1969-12-29,1970-01-04,22.102,1.667,JHU,0.7,fourier_regional_West Africa_k3
MLI,1970,2,1970-01-05,1970-01-11,25.009,1.8862,JHU,0.7,fourier_regional_West Africa_k3
MLI,1970,3,1970-01-12,1970-01-18,27.583,2.0804,JHU,0.7,fourier_regional_West Africa_k3
MLI,1970,4,1970-01-19,1970-01-25,29.3504,2.2137,JHU,0.7,fourier_regional_West Africa_k3
MLI,1970,5,1970-01-26,1970-02-01,30.0047,2.263,JHU,0.7,fourier_regional_West Africa_k3
MLI,1970,6,1970-02-02,1970-02-08,29.4293,2.2196,JHU,0.7,fourier_regional_West Africa_k3
MLI,1970,7,1970-02-09,1970-02-15,27.6955,2.0889,JHU,0.7,fourier_regional_West Africa_k3
MLI,1970,8,1970-02-16,1970-02-22,25.038,1.8884,JHU,0.7,fourier_regional_West Africa_k3
MLI,1970,9,1970-02-23,1970-03-01,21.8106,1.645,JHU,0.7,fourier_regional_West Africa_k3
MLI,1970,10,1970-03-02,1970-03-08,18.431,1.3901,JHU,0.7,fourier_regional_West Africa_k3
MLI,1970,11,1970-03-09,1970-03-15,15.3201,1.1555,JHU,0.7,fourier_regional_West Africa_k3
MLI,1970,12,1970-03-16,1970-03-22,12.8466,0.9689,JHU,0.7,fourier_regional_West Africa_k3
MLI,1970,13,1970-03-23,1970-03-29,11.282,0.8509,JHU,0.7,fourier_regional_West Africa_k3
MLI,1970,14,1970-03-30,1970-04-05,10.7734,0.8126,JHU,0.7,fourier_regional_West Africa_k3
MLI,1970,15,1970-04-06,1970-04-12,11.3358,0.855,JHU,0.7,fourier_regional_West Africa_k3
MLI,1970,16,1970-04-13,1970-04-19,12.8652,0.9703,JHU,0.7,fourier_regional_West Africa_k3
MLI,1970,17,1970-04-20,1970-04-26,15.1684,1.144,JHU,0.7,fourier_regional_West Africa_k3
MLI,1970,18,1970-04-27,1970-05-03,18.0065,1.3581,JHU,0.7,fourier_regional_West Africa_k3
MLI,1970,19,1970-05-04,1970-05-10,21.1424,1.5946,JHU,0.7,fourier_regional_West Africa_k3
MLI,1970,20,1970-05-11,1970-05-17,24.3876,1.8394,JHU,0.7,fourier_regional_West Africa_k3
MLI,1970,21,1970-05-18,1970-05-24,27.6392,2.0846,JHU,0.7,fourier_regional_West Africa_k3
MLI,1970,22,1970-05-25,1970-05-31,30.9015,2.3307,JHU,0.7,fourier_regional_West Africa_k3
MLI,1970,23,1970-06-01,1970-06-07,34.2891,2.5862,JHU,0.7,fourier_regional_West Africa_k3
MLI,1970,24,1970-06-08,1970-06-14,38.0099,2.8668,JHU,0.7,fourier_regional_West Africa_k3
MLI,1970,25,1970-06-15,1970-06-21,42.3302,3.1926,JHU,0.7,fourier_regional_West Africa_k3
MLI,1970,26,1970-06-22,1970-06-28,47.5264,3.5845,JHU,0.7,fourier_regional_West Africa_k3
MLI,1970,27,1970-06-29,1970-07-05,53.8295,4.0599,JHU,0.7,fourier_regional_West Africa_k3
MLI,1970,28,1970-07-06,1970-07-12,61.3714,4.6288,JHU,0.7,fourier_regional_West Africa_k3
MLI,1970,29,1970-07-13,1970-07-19,70.1396,5.2901,JHU,0.7,fourier_regional_West Africa_k3
MLI,1970,30,1970-07-20,1970-07-26,79.9484,6.0299,JHU,0.7,fourier_regional_West Africa_k3
