iso_code,year,iso_week,week_start,week_end,sCh,deaths,source,confidence_weight,disaggregation_method
MRT,1971,1,1971-01-04,1971-01-10,5.0637,0.2356,JHU,0.5,fourier_regional_West Africa_k4
MRT,1971,2,1971-01-11,1971-01-17,4.8828,0.2272,JHU,0.5,fourier_regional_West Africa_k4
MRT,1971,3,1971-01-18,1971-01-24,4.7358,0.2204,JHU,0.5,fourier_regional_West Africa_k4
MRT,1971,4,1971-01-25,1971-01-31,4.696,0.2185,JHU,0.5,fourier_regional_West Africa_k4
MRT,1971,5,1971-02-01,1971-02-07,4.8145,0.224,JHU,0.5,fourier_regional_West Africa_k4
MRT,1971,6,1971-02-08,1971-02-14,5.1043,0.2375,JHU,0.5,fourier_regional_West Africa_k4
MRT,1971,7,1971-02-15,1971-02-21,5.5379,0.2577,JHU,0.5,fourier_regional_West Africa_k4
MRT,1971,8,1971-02-22,1971-02-28,6.0589,0.2819,JHU,0.5,fourier_regional_West Africa_k4
MRT,1971,9,1971-03-01,1971-03-07,6.602,0.3072,JHU,0.5,fourier_regional_West Africa_k4
MRT,1971,10,1971-03-08,1971-03-14,7.1145,0.3311,JHU,0.5,fourier_regional_West Africa_k4
MRT,1971,11,1971-03-15,1971-03-21,7.5742,0.3524,JHU,0.5,fourier_regional_West Africa_k4
MRT,1971,12,1971-03-22,1971-03-28,7.9963,0.3721,JHU,0.5,fourier_regional_West Africa_k4
MRT,1971,13,1971-03-29,1971-04-04,8.4296,0.3922,JHU,0.5,fourier_regional_West Africa_k4
MRT,1971,14,1971-04-05,1971-04-11,8.9411,0.416,JHU,0.5,fourier_regional_West Africa_k4
MRT,1971,15,1971-04-12,1971-04-18,9.5955,0.4465,JHU,0.5,fourier_regional_West Africa_k4
MRT,1971,16,1971-04-19,1971-04-25,10.4343,0.4855,JHU,0.5,fourier_regional_West Africa_k4
MRT,1971,17,1971-04-26,1971-05-02,11.4618,0.5333,JHU,0.5,fourier_regional_West Africa_k4
MRT,1971,18,1971-05-03,1971-05-09,12.6435,0.5883,JHU,0.5,fourier_regional_West Africa_k4
MRT,1971,19,1971-05-10,1971-05-16,13.917,0.6476,JHU,0.5,fourier_regional_West Africa_k4
MRT,1971,20,1971-05-17,1971-05-23,15.2148,0.708,JHU,0.5,fourier_regional_West Africa_k4
MRT,1971,21,1971-05-24,1971-05-30,16.4935,0.7675,JHU,0.5,fourier_regional_West Africa_k4
MRT,1971,22,1971-05-31,1971-06-06,17.7601,0.8264,JHU,0.5,fourier_regional_West Africa_k4
MRT,1971,23,1971-06-07,1971-06-13,19.0894,0.8883,JHU,0.5,fourier_regional_West Africa_k4
MRT,1971,24,1971-06-14,1971-06-20,20.6245,0.9597,JHU,0.5,fourier_regional_West Africa_k4
MRT,1971,25,1971-06-21,1971-06-27,22.5569,1.0496,JHU,0.5,fourier_regional_West Africa_k4
MRT,1971,26,1971-06-28,1971-07-04,25.0897,1.1675,JHU,0.5,fourier_regional_West Africa_k4
MRT,1971,27,1971-07-05,1971-07-11,28.3881,1.321,JHU,0.5,fourier_regional_West Africa_k4
MRT,1971,28,1971-07-12,1971-07-18,32.5274,1.5136,JHU,0.5,fourier_regional_West Africa_k4
