Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database
1,AFR::GHA,2024-08-19,2024-08-25,,2.0,,0.0,2024-08-25,1,WHO Cholera Surveillance Dashboard (2024),0.9,"WHO dashboard data: 2.0 cases, 0.0 deaths reported for week 34 of 2024. Converted from weekly surveillance data.",WHO
2,AFR::GHA,2024-08-26,2024-09-01,,,,,2024-09-01,1,WHO Cholera Surveillance Dashboard (2024),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 35 of 2024. Converted from weekly surveillance data.",WHO
3,AFR::GHA,2024-09-02,2024-09-08,,,,,2024-09-08,1,WHO Cholera Surveillance Dashboard (2024),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 36 of 2024. Converted from weekly surveillance data.",WHO
4,AFR::GHA,2024-09-09,2024-09-15,,,,,2024-09-15,1,WHO Cholera Surveillance Dashboard (2024),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 37 of 2024. Converted from weekly surveillance data.",WHO
5,AFR::GHA,2024-09-16,2024-09-22,,,,,2024-09-22,1,WHO Cholera Surveillance Dashboard (2024),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 38 of 2024. Converted from weekly surveillance data.",WHO
6,AFR::GHA,2024-09-23,2024-09-29,,,,,2024-09-29,1,WHO Cholera Surveillance Dashboard (2024),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 39 of 2024. Converted from weekly surveillance data.",WHO
7,AFR::GHA,2024-09-30,2024-10-06,,,,,2024-10-06,1,WHO Cholera Surveillance Dashboard (2024),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 40 of 2024. Converted from weekly surveillance data.",WHO
8,AFR::GHA,2024-10-07,2024-10-13,,9.0,,0.0,2024-10-13,1,WHO Cholera Surveillance Dashboard (2024),0.9,"WHO dashboard data: 9.0 cases, 0.0 deaths reported for week 41 of 2024. Converted from weekly surveillance data.",WHO
9,AFR::GHA,2024-10-14,2024-10-20,,,,,2024-10-20,1,WHO Cholera Surveillance Dashboard (2024),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 42 of 2024. Converted from weekly surveillance data.",WHO
10,AFR::GHA,2024-10-21,2024-10-27,,,,,2024-10-27,1,WHO Cholera Surveillance Dashboard (2024),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 43 of 2024. Converted from weekly surveillance data.",WHO
11,AFR::GHA,2024-10-28,2024-11-03,,,,,2024-11-03,1,WHO Cholera Surveillance Dashboard (2024),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 44 of 2024. Converted from weekly surveillance data.",WHO
12,AFR::GHA,2024-11-04,2024-11-10,12.0,1506.0,,0.8,2024-11-10,1,WHO Cholera Surveillance Dashboard (2024),0.9,"WHO dashboard data: 1506.0 cases, 12.0 deaths reported for week 45 of 2024. Converted from weekly surveillance data.",WHO
13,AFR::GHA,2024-11-11,2024-11-17,4.0,209.0,,1.91,2024-11-17,1,WHO Cholera Surveillance Dashboard (2024),0.9,"WHO dashboard data: 209.0 cases, 4.0 deaths reported for week 46 of 2024. Converted from weekly surveillance data.",WHO
14,AFR::GHA,2024-11-18,2024-11-24,2.0,518.0,,0.39,2024-11-24,1,WHO Cholera Surveillance Dashboard (2024),0.9,"WHO dashboard data: 518.0 cases, 2.0 deaths reported for week 47 of 2024. Converted from weekly surveillance data.",WHO
15,AFR::GHA,2024-11-25,2024-12-01,4.0,303.0,,1.32,2024-12-01,1,WHO Cholera Surveillance Dashboard (2024),0.9,"WHO dashboard data: 303.0 cases, 4.0 deaths reported for week 48 of 2024. Converted from weekly surveillance data.",WHO
16,AFR::GHA,2024-12-02,2024-12-08,1.0,423.0,,0.24,2024-12-08,1,WHO Cholera Surveillance Dashboard (2024),0.9,"WHO dashboard data: 423.0 cases, 1.0 deaths reported for week 49 of 2024. Converted from weekly surveillance data.",WHO
17,AFR::GHA,2024-12-09,2024-12-15,4.0,322.0,,1.24,2024-12-15,1,WHO Cholera Surveillance Dashboard (2024),0.9,"WHO dashboard data: 322.0 cases, 4.0 deaths reported for week 50 of 2024. Converted from weekly surveillance data.",WHO
18,AFR::GHA,2024-12-16,2024-12-22,7.0,1052.0,,0.67,2024-12-22,1,WHO Cholera Surveillance Dashboard (2024),0.9,"WHO dashboard data: 1052.0 cases, 7.0 deaths reported for week 51 of 2024. Converted from weekly surveillance data.",WHO
19,AFR::GHA,2024-12-23,2024-12-29,3.0,274.0,,1.09,2024-12-29,1,WHO Cholera Surveillance Dashboard (2024),0.9,"WHO dashboard data: 274.0 cases, 3.0 deaths reported for week 52 of 2024. Converted from weekly surveillance data.",WHO
20,AFR::GHA,2024-12-30,2025-01-05,,,,,2025-01-05,2,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 1 of 2025. Converted from weekly surveillance data.",WHO
21,AFR::GHA,2025-01-06,2025-01-12,3.0,572.0,,0.52,2025-01-12,2,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 572.0 cases, 3.0 deaths reported for week 2 of 2025. Converted from weekly surveillance data.",WHO
22,AFR::GHA,2025-01-13,2025-01-19,2.0,103.0,,1.94,2025-01-19,2,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 103.0 cases, 2.0 deaths reported for week 3 of 2025. Converted from weekly surveillance data.",WHO
23,AFR::GHA,2025-01-20,2025-01-26,,,,,2025-01-26,2,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 4 of 2025. Converted from weekly surveillance data.",WHO
24,AFR::GHA,2025-01-27,2025-02-02,3.0,532.0,,0.56,2025-02-02,2,WHO Cholera Surveillance Dashboard (2025),0.9,"WHO dashboard data: 532.0 cases, 3.0 deaths reported for week 5 of 2025. Converted from weekly surveillance data.",WHO
