iso_code,year,iso_week,week_start,week_end,sCh,deaths,source,confidence_weight,disaggregation_method
TZA,1974,1,1973-12-31,1974-01-06,0.2964,0.1778,JHU,0.7,fourier_country_k1
TZA,1974,2,1974-01-07,1974-01-13,0.2924,0.1754,JHU,0.7,fourier_country_k1
TZA,1974,3,1974-01-14,1974-01-20,0.2868,0.1721,JHU,0.7,fourier_country_k1
TZA,1974,4,1974-01-21,1974-01-27,0.2798,0.1679,JHU,0.7,fourier_country_k1
TZA,1974,5,1974-01-28,1974-02-03,0.2714,0.1628,JHU,0.7,fourier_country_k1
TZA,1974,6,1974-02-04,1974-02-10,0.2618,0.1571,JHU,0.7,fourier_country_k1
TZA,1974,7,1974-02-11,1974-02-17,0.2511,0.1506,JHU,0.7,fourier_country_k1
TZA,1974,8,1974-02-18,1974-02-24,0.2394,0.1437,JHU,0.7,fourier_country_k1
TZA,1974,9,1974-02-25,1974-03-03,0.227,0.1362,JHU,0.7,fourier_country_k1
TZA,1974,10,1974-03-04,1974-03-10,0.214,0.1284,JHU,0.7,fourier_country_k1
TZA,1974,11,1974-03-11,1974-03-17,0.2006,0.1203,JHU,0.7,fourier_country_k1
TZA,1974,12,1974-03-18,1974-03-24,0.187,0.1122,JHU,0.7,fourier_country_k1
TZA,1974,13,1974-03-25,1974-03-31,0.1733,0.104,JHU,0.7,fourier_country_k1
TZA,1974,14,1974-04-01,1974-04-07,0.1599,0.096,JHU,0.7,fourier_country_k1
TZA,1974,15,1974-04-08,1974-04-14,0.1469,0.0881,JHU,0.7,fourier_country_k1
TZA,1974,16,1974-04-15,1974-04-21,0.1344,0.0807,JHU,0.7,fourier_country_k1
TZA,1974,17,1974-04-22,1974-04-28,0.1227,0.0736,JHU,0.7,fourier_country_k1
TZA,1974,18,1974-04-29,1974-05-05,0.112,0.0672,JHU,0.7,fourier_country_k1
TZA,1974,19,1974-05-06,1974-05-12,0.1023,0.0614,JHU,0.7,fourier_country_k1
TZA,1974,20,1974-05-13,1974-05-19,0.0938,0.0563,JHU,0.7,fourier_country_k1
TZA,1974,21,1974-05-20,1974-05-26,0.0867,0.052,JHU,0.7,fourier_country_k1
TZA,1974,22,1974-05-27,1974-06-02,0.0811,0.0487,JHU,0.7,fourier_country_k1
TZA,1974,23,1974-06-03,1974-06-09,0.077,0.0462,JHU,0.7,fourier_country_k1
TZA,1974,24,1974-06-10,1974-06-16,0.0745,0.0447,JHU,0.7,fourier_country_k1
TZA,1974,25,1974-06-17,1974-06-23,0.0736,0.0442,JHU,0.7,fourier_country_k1
TZA,1974,26,1974-06-24,1974-06-30,0.0744,0.0447,JHU,0.7,fourier_country_k1
TZA,1974,27,1974-07-01,1974-07-07,0.0768,0.0461,JHU,0.7,fourier_country_k1
