Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database
1,AFR::SWZ,2017-07-01,2017-09-30,,4,,,2017-09-30,2,JHU Cholera Database (UID: 21232),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 4 cases",JHU
2,AFR::SWZ,2023-03-27,2023-04-18,0,2,,0.0,2023-04-18,4,JHU Cholera Database (UID: 21409),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2 cases, 0 deaths",JHU
3,AFR::SWZ,2023-01-01,2023-12-31,0,2,,0.0,2023-12-31,4,JHU Cholera Database (UID: 21409),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2 cases, 0 deaths",JHU
4,AFR::SWZ,1978-01-01,1978-12-31,,2,,,1978-12-31,5,WHO Annual Cholera Report (UID: 337),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2 cases",JHU
5,AFR::SWZ,1981-01-01,1981-12-31,17,238,,7.1,1981-12-31,5,WHO Annual Cholera Report (UID: 337),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 238 cases, 17 deaths",JHU
6,AFR::SWZ,1982-01-01,1982-12-31,13,538,,2.4,1982-12-31,5,WHO Annual Cholera Report (UID: 337),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 538 cases, 13 deaths",JHU
7,AFR::SWZ,1992-01-01,1992-12-31,30,2281,,1.3,1992-12-31,5,WHO Annual Cholera Report (UID: 337),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2281 cases, 30 deaths",JHU
8,AFR::SWZ,1996-01-01,1996-12-31,0,2,,0.0,1996-12-31,5,WHO Annual Cholera Report (UID: 337),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2 cases, 0 deaths",JHU
9,AFR::SWZ,1998-01-01,1998-12-31,0,7,,0.0,1998-12-31,5,WHO Annual Cholera Report (UID: 337),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 7 cases, 0 deaths",JHU
10,AFR::SWZ,1999-01-01,1999-12-31,0,7,,0.0,1999-12-31,5,WHO Annual Cholera Report (UID: 337),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 7 cases, 0 deaths",JHU
11,AFR::SWZ,2000-01-01,2000-12-31,16,141,,11.3,2000-12-31,5,WHO Annual Cholera Report (UID: 337),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 141 cases, 16 deaths",JHU
12,AFR::SWZ,2001-01-01,2001-12-31,107,5612,,1.9,2001-12-31,5,WHO Annual Cholera Report (UID: 337),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 5612 cases, 107 deaths",JHU
13,AFR::SWZ,2002-01-01,2002-12-31,2,134,,1.5,2002-12-31,5,WHO Annual Cholera Report (UID: 337),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 134 cases, 2 deaths",JHU
14,AFR::SWZ,2003-01-01,2003-12-31,13,32,,40.6,2003-12-31,5,WHO Annual Cholera Report (UID: 337),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 32 cases, 13 deaths",JHU
15,AFR::SWZ,2004-01-01,2004-12-31,16,1075,,1.5,2004-12-31,5,WHO Annual Cholera Report (UID: 337),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1075 cases, 16 deaths",JHU
16,AFR::SWZ,2005-01-01,2005-12-31,0,0,,,2005-12-31,5,WHO Annual Cholera Report (UID: 337),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
17,AFR::SWZ,2006-01-01,2006-12-31,0,18,,0.0,2006-12-31,5,WHO Annual Cholera Report (UID: 337),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 18 cases, 0 deaths",JHU
18,AFR::SWZ,2007-01-01,2007-12-31,0,0,,,2007-12-31,5,WHO Annual Cholera Report (UID: 337),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
19,AFR::SWZ,2008-01-01,2008-12-31,0,1,,0.0,2008-12-31,5,WHO Annual Cholera Report (UID: 337),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases, 0 deaths",JHU
20,AFR::SWZ,2009-01-01,2009-12-31,0,19,,0.0,2009-12-31,5,WHO Annual Cholera Report (UID: 337),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 19 cases, 0 deaths",JHU
21,AFR::SWZ,2018-01-01,2018-12-31,0,0,,,2018-12-31,5,WHO Annual Cholera Report (UID: 337),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
22,AFR::SWZ,2015-01-01,2015-12-31,0,0,,,2015-12-31,5,WHO Annual Cholera Report (UID: 337),0.7,"Converted from JHU database. Primary: True, Phantom: True - JHU reported 0 cases, 0 deaths - Zero transmission period validated by JHU",JHU
23,AFR::SWZ,2016-01-01,2016-12-31,0,0,,,2016-12-31,5,WHO Annual Cholera Report (UID: 337),0.7,"Converted from JHU database. Primary: True, Phantom: True - JHU reported 0 cases, 0 deaths - Zero transmission period validated by JHU",JHU
24,AFR::SWZ,2019-01-01,2019-12-31,0,0,,,2019-12-31,5,WHO Annual Cholera Report (UID: 337),0.7,"Converted from JHU database. Primary: True, Phantom: True - JHU reported 0 cases, 0 deaths - Zero transmission period validated by JHU",JHU
25,AFR::SWZ,2020-01-01,2020-12-31,0,0,,,2020-12-31,5,WHO Annual Cholera Report (UID: 337),0.7,"Converted from JHU database. Primary: True, Phantom: True - JHU reported 0 cases, 0 deaths - Zero transmission period validated by JHU",JHU
26,AFR::SWZ,2021-01-01,2021-12-31,0,0,,,2021-12-31,5,WHO Annual Cholera Report (UID: 337),0.7,"Converted from JHU database. Primary: True, Phantom: True - JHU reported 0 cases, 0 deaths - Zero transmission period validated by JHU",JHU
27,AFR::SWZ,2022-01-01,2022-12-31,0,0,,,2022-12-31,5,WHO Annual Cholera Report (UID: 337),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
28,AFR::SWZ,2023-01-01,2023-12-31,0,2,2,0.0,2023-12-31,5,WHO Annual Cholera Report (UID: 337),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2 cases, 0 deaths",JHU
29,AFR::SWZ,2023-01-01,2023-12-31,,2,,,2023-12-31,5,WHO Annual Cholera Report (UID: 337),1.0,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 2 cases",JHU
30,AFR::SWZ,2023-01-01,2023-12-31,,0,,,2023-12-31,5,WHO Annual Cholera Report (UID: 337),1.0,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 0 cases",JHU
31,AFR::SWZ,2023-01-01,2023-12-31,,0,,,2023-12-31,5,WHO Annual Cholera Report (UID: 337),1.0,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 0 cases",JHU
32,AFR::SWZ,2023-01-01,2023-12-31,,2,,,2023-12-31,5,WHO Annual Cholera Report (UID: 337),1.0,"Converted from JHU database. Primary: False, Phantom: False - JHU reported 2 cases",JHU
33,AFR::SWZ,2024-01-01,2024-12-31,0,0,,,2024-12-31,5,WHO Annual Cholera Report (UID: 337),1.0,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU
